short_name,long_name,player_positions,overall,potential,age,height_cm,weight_kg,club_team_id,club_position,club_jersey_number,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
B. Matuidi,Blaise Matuidi,"CDM, CM",85,85,31,180,75,45,SUB,14,18,France,1335,LM,14,Left,2,2,3,High/High,Lean (170-185),Yes,78,68,77,79,83,83,75,64,68,83,72,78,65,52,77,79,79,77,83,84,79,78,84,94,76,70,86,86,72,76,56,82,85,84,86
R. Nainggolan,Radja Nainggolan,"CM, CAM",85,85,30,176,77,44,CAM,14,7,Belgium,,,,Right,3,3,3,High/High,Stocky (170-185),Yes,75,79,78,82,83,83,73,75,59,84,75,80,73,68,81,85,78,73,76,87,82,84,76,93,77,86,88,86,86,76,63,84,83,86,90
Diego Costa,Diego da Silva Costa,ST,85,85,29,188,86,240,RS,19,45,Spain,1362,ST,19,Right,4,2,4,High/Medium,Normal (185+),Yes,75,83,64,76,49,87,65,87,82,65,81,77,62,59,52,83,74,76,58,85,53,83,64,76,92,74,93,40,87,74,75,83,58,39,34
S. Khedira,Sami Khedira,"CM, CDM",85,85,31,189,90,45,RDM,6,21,Germany,1337,RDM,6,Right,4,2,3,High/High,Normal (185+),Yes,57,76,80,78,81,83,72,72,76,85,78,81,68,68,82,84,54,60,55,87,54,82,68,78,87,78,82,86,79,82,69,84,80,83,76
E. Džeko,Edin Džeko,ST,85,85,32,193,84,52,ST,9,8,Bosnia and Herzegovina,,,,Right,4,2,3,Medium/Medium,Lean (185+),Yes,66,85,71,75,46,73,63,89,84,77,77,76,65,54,72,84,65,66,57,83,36,86,66,76,80,79,51,50,89,74,67,83,58,28,16
A. Vidal,Arturo Erasmo Vidal Pardo,"CDM, CM",85,85,31,180,75,241,RCM,22,55,Chile,111459,LCM,8,Right,4,3,4,Medium/Medium,Normal (170-185),Yes,57,80,79,77,84,83,76,75,82,83,78,75,76,68,78,82,60,55,74,83,75,86,85,83,79,85,93,84,78,78,81,81,82,87,86
T. Alderweireld,Toby Alderweireld,CB,85,86,29,186,81,18,SUB,4,7,Belgium,1325,RCB,2,Right,3,2,3,Medium/Medium,Normal (185+),Yes,62,57,72,65,88,78,64,45,82,77,38,62,63,69,81,70,59,65,60,86,50,78,84,74,79,65,80,84,58,67,58,81,90,91,85
Y. Brahimi,Yacine Brahimi,LM,85,85,28,175,66,236,LM,8,97,Algeria,,,,Right,3,4,3,High/Medium,Normal (170-185),No,80,75,78,90,41,59,79,76,46,79,73,93,84,78,72,86,87,75,92,84,87,69,72,85,49,76,46,38,83,79,75,90,51,36,25
Paulinho,José Paulo Bezzera Maciel Júnior,"CM, CAM, CDM, RM",85,85,29,181,81,111839,LDM,9,54,Brazil,,,,Right,3,3,3,High/High,Lean (170-185),Yes,73,81,77,81,79,84,64,81,85,84,75,82,66,72,80,84,73,73,69,84,66,83,90,92,81,80,81,81,84,78,71,80,75,81,73
M. Reus,Marco Reus,"LM, CAM, ST, LW",85,85,29,180,71,22,LM,11,21,Germany,1337,CAM,11,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,85,86,82,86,44,64,77,86,49,86,88,87,89,84,71,86,86,85,86,85,81,88,70,68,67,86,49,50,86,86,85,83,47,36,38
Iago Aspas,Iago Aspas Juncal,"RW, ST",85,85,30,175,67,450,RW,10,45,Spain,1362,SUB,17,Left,3,3,2,High/High,Lean (170-185),Yes,81,86,77,86,35,65,80,90,78,81,86,86,83,76,64,87,85,78,87,86,74,79,68,75,60,82,63,39,89,75,82,85,39,21,18
K. Manolas,Konstantinos Manolas,CB,85,87,27,189,83,52,RCB,44,22,Greece,1338,LCB,4,Right,2,2,3,Low/High,Lean (185+),No,83,18,42,61,86,82,27,10,80,60,16,54,30,10,61,65,80,85,68,85,59,40,86,76,82,12,86,86,25,22,26,79,86,87,89
Koke,Jorge Resurrección Merodio,"LM, CM, RM",85,86,26,176,74,240,RM,6,45,Spain,1362,RCM,8,Right,4,3,3,High/High,Normal (170-185),Yes,69,75,88,82,69,78,86,72,61,90,56,82,85,76,89,86,71,68,74,85,78,84,61,84,79,81,71,66,84,87,59,78,80,69,51
D. Alaba,David Olatukunbo Alaba,"LB, CB, CM",85,87,26,180,76,21,LB,27,4,Austria,1322,CAM,8,Left,4,3,4,High/Medium,Lean (170-185),Yes,82,73,80,80,81,75,81,63,75,82,68,79,78,84,80,83,85,79,79,84,77,83,82,87,71,82,69,84,76,77,80,79,80,82,80
R. Sterling,Raheem Sterling,"RW, LW, CF",85,88,23,170,69,10,RW,7,14,England,1318,RS,10,Right,3,4,3,High/Medium,Lean (170-),Yes,93,73,76,88,47,56,76,76,38,83,64,87,68,61,67,87,95,92,93,82,93,70,57,78,52,70,38,30,86,76,68,76,47,58,54
V. van Dijk,Virgil van Dijk,CB,85,87,26,193,92,9,LCB,4,34,Netherlands,105035,LCB,4,Right,3,2,3,Medium/Medium,Normal (185+),Yes,71,60,67,70,85,84,53,52,82,76,45,70,60,70,78,73,67,75,61,83,49,81,85,71,92,64,81,85,41,59,62,83,84,88,83
R. Mahrez,Riyad Mahrez,"RW, RM",85,85,27,179,67,10,SUB,26,97,Algeria,,,,Left,4,5,3,Medium/Medium,Lean (170-185),Yes,85,79,81,90,37,59,81,80,48,82,72,91,84,78,76,89,88,83,93,77,88,79,61,76,55,81,48,38,80,81,77,86,44,31,18
Saúl,Saúl Ñíguez Esclápez,"CM, LM, RM",85,91,23,184,77,240,RCM,8,45,Spain,1362,SUB,7,Left,4,3,3,Medium/High,Lean (170-185),Yes,70,77,79,82,78,76,69,78,83,85,70,83,63,60,83,85,71,70,76,82,68,78,79,81,76,79,69,78,82,82,55,83,77,79,76
Fabinho,Fábio Henrique Tavares,CDM,85,89,24,188,78,9,CDM,3,54,Brazil,,,,Right,2,3,3,Medium/Medium,Lean (185+),No,71,69,78,77,84,84,79,66,75,83,47,76,71,53,78,82,69,72,69,83,67,78,75,93,79,65,85,84,70,76,91,84,83,88,85
J. Kimmich,Joshua Walter Kimmich,"RB, CM, CB, CDM",85,88,23,176,70,21,RB,32,21,Germany,1337,RB,18,Right,4,3,3,High/Low,Lean (170-185),Yes,73,68,83,82,77,73,90,66,74,85,61,80,81,61,80,85,78,69,84,85,83,75,79,85,65,69,74,79,80,79,44,82,72,81,79
Alisson,Alisson Ramsés Becker,GK,85,90,25,191,91,9,GK,13,54,Brazil,,,,Right,3,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,17,13,19,45,20,27,19,18,44,30,54,45,40,83,37,21,52,32,78,14,27,11,13,66,23,65,15,19,16
N. Fekir,Nabil Fekir,"CAM, ST",85,89,24,173,75,66,CAM,18,18,France,1335,SUB,18,Left,3,4,3,High/Medium,Stocky (170-185),Yes,79,82,81,89,33,79,83,82,49,83,77,90,81,79,75,89,79,79,90,80,91,84,69,80,81,82,73,28,81,81,81,89,31,37,25
Marco Asensio,Marco Asensio Willemsen,"LW, CAM, RW",85,93,22,182,76,243,SUB,20,45,Spain,1362,RW,20,Left,3,4,3,Medium/Medium,Normal (170-185),Yes,81,84,83,85,43,60,82,84,50,85,79,87,83,76,82,86,83,80,77,79,76,86,58,72,61,88,45,45,80,84,62,83,40,42,39
S. Milinković-Savić,Sergej Milinković-Savić,"CM, CAM",85,90,23,191,76,46,CM,21,51,Serbia,,,,Right,4,4,2,High/Medium,Normal (185+),Yes,69,79,80,83,77,84,64,80,86,85,74,86,78,75,85,87,68,70,66,80,59,83,85,85,88,80,73,78,79,85,56,82,75,77,72
M. Škriniar,Milan Škriniar,CB,85,92,23,187,80,44,RCB,37,43,Slovakia,,,,Right,4,2,1,Medium/High,Normal (185+),No,72,41,57,61,87,82,40,42,80,70,40,59,34,30,68,67,70,73,48,81,48,50,78,77,83,30,86,86,30,57,56,80,92,88,82
Quaresma,Ricardo Andrade Quaresma Bernardo,"RM, LM",84,84,34,175,67,327,RM,7,38,Portugal,1354,SUB,20,Right,4,5,3,High/Low,Normal (170-185),Yes,83,74,82,88,24,62,92,67,41,79,80,89,94,73,75,88,84,82,91,78,84,79,63,65,55,80,74,24,78,84,74,80,29,17,13
A. Barzagli,Andrea Barzagli,CB,84,84,37,187,87,45,SUB,15,27,Italy,,,,Right,3,2,3,Low/High,Normal (185+),Yes,68,34,57,64,89,72,40,21,72,65,35,64,50,31,65,65,61,73,52,80,64,54,81,53,83,39,66,90,28,62,60,88,94,90,82
A. Gómez,Alejandro Darío Gómez,"CF, LW, ST",84,84,30,165,68,39,LF,10,52,Argentina,,,,Right,4,4,3,High/Medium,Normal (170-),No,90,76,81,89,39,57,82,76,38,82,72,89,79,79,74,87,94,86,92,83,94,76,70,75,48,79,56,40,81,85,72,84,50,30,34
Raúl Albiol,Raúl Albiol Tortajada,CB,84,84,32,190,82,48,RCB,33,45,Spain,,,,Right,3,2,3,Low/Medium,Lean (185+),Yes,53,41,61,63,86,75,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85
M. Dembélé,Mousa Sidi Yaya Dembélé,"CM, CDM",84,84,30,185,82,18,LDM,19,7,Belgium,1325,SUB,19,Left,2,4,3,Medium/Medium,Normal (185+),Yes,72,70,77,87,78,82,65,66,70,86,73,89,65,55,80,89,72,72,79,84,76,81,75,70,90,70,79,82,70,80,63,90,75,83,70
Cesc Fàbregas,Francesc Fàbregas i Soler,"CM, CDM",84,84,31,180,77,5,LCM,4,45,Spain,,,,Right,3,3,4,High/Medium,Normal (170-),Yes,55,74,88,80,60,58,85,73,74,90,81,80,78,81,89,85,56,54,62,81,75,77,63,60,61,72,45,50,75,91,78,92,64,59,58
K. Schmeichel,Kasper Peter Schmeichel,GK,84,84,31,189,89,95,GK,1,13,Denmark,1331,GK,1,Right,3,1,2,Medium/Medium,Stocky (185+),Yes,,,,,,,18,12,16,44,15,12,13,15,46,40,60,60,62,81,47,36,60,34,64,14,35,20,13,59,26,67,14,14,13
K. Benzema,Karim Benzema,ST,84,84,30,185,81,243,ST,9,18,France,,,,Right,4,4,4,Medium/Low,Normal (170-185),Yes,76,79,76,81,32,75,75,78,78,82,78,81,79,73,55,85,76,76,76,83,61,81,70,72,80,75,65,22,85,84,82,79,47,15,12
S. Ruffier,Stéphane Ruffier,GK,84,84,31,188,93,1819,GK,16,18,France,,,,Right,3,1,3,Medium/Medium,Stocky (185+),No,,,,,,,11,11,12,33,13,12,17,12,34,15,45,50,51,78,55,21,72,37,76,11,31,25,12,49,25,66,13,12,11
Sokratis,Sokratis Papastathopoulos,CB,84,84,30,186,85,1,LCB,5,22,Greece,1338,RCB,19,Right,2,2,3,Medium/High,Normal (185+),Yes,69,51,50,60,84,82,47,44,85,60,46,58,29,35,51,58,64,73,60,81,64,77,86,69,86,48,88,77,49,45,24,82,85,87,85
Jonas,Jonas Gonçalves Oliveira,ST,84,84,34,181,74,234,SUB,10,54,Brazil,,,,Right,5,3,3,High/Medium,Lean (170-185),Yes,64,86,77,84,38,65,70,88,84,76,85,84,85,77,75,88,65,64,77,85,69,84,69,73,63,85,61,34,87,83,84,87,31,36,25
D. Payet,Dimitri Payet,"CAM, LM",84,84,31,175,77,219,CAM,10,18,France,,,,Right,4,4,3,High/Low,Normal (170-185),Yes,73,77,85,86,38,68,87,76,59,84,77,86,90,84,80,90,75,72,79,75,80,78,48,73,72,81,57,37,77,87,74,82,32,36,39
Javi Martínez,Javier Martínez Aginaga,"CDM, CB",84,84,29,190,81,21,CDM,8,45,Spain,,,,Right,3,2,3,Medium/Medium,Normal (185+),Yes,51,55,70,64,86,83,60,43,87,77,58,60,46,45,77,74,49,53,53,84,48,76,85,74,84,62,90,88,51,75,52,80,85,86,86
Sergio Asenjo,Sergio Asenjo Andrés,GK,84,85,29,189,87,483,GK,1,45,Spain,,,,Right,3,1,2,Medium/Medium,Stocky (185+),No,,,,,,,24,14,13,39,15,15,23,22,39,14,59,54,62,79,58,24,73,41,73,13,20,22,12,46,15,64,24,15,14
Willian,Willian Borges da Silva,"RW, RM",84,84,29,175,77,5,SUB,22,54,Brazil,,,,Right,4,4,3,High/High,Lean (170-185),Yes,88,77,80,86,49,62,76,77,31,80,59,88,82,83,77,84,91,86,89,82,79,79,41,85,60,81,44,55,80,83,70,79,43,57,51
M. Mandžukić,Mario Mandžukić,"ST, LW",84,84,32,190,85,45,SUB,17,10,Croatia,,,,Right,3,3,3,High/High,Lean (185+),Yes,70,78,71,75,66,85,72,84,90,75,86,76,64,49,67,77,67,73,67,86,53,80,85,83,85,60,88,66,90,74,76,80,59,64,64
Á. Di María,Ángel Fabián Di María Hernández,"RW, LW",84,84,30,180,69,73,SUB,11,52,Argentina,1369,LW,11,Left,2,5,4,High/Medium,Lean (170-185),Yes,85,76,82,85,47,66,83,72,51,82,77,86,84,82,79,84,86,85,92,80,77,83,72,73,60,77,73,38,82,82,73,82,35,59,56
José Callejón,José María Callejón Bueno,RW,84,84,31,178,73,48,RW,7,45,Spain,,,,Right,2,3,3,High/High,Lean (170-185),Yes,88,78,75,83,47,65,82,78,65,80,84,82,73,65,51,85,87,88,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32
W. Szczęsny,Wojciech Tomasz Szczęsny,GK,84,86,28,195,90,45,GK,1,37,Poland,1353,GK,1,Right,3,1,3,Medium/Medium,Lean (185+),Yes,,,,,,,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,15,71,45,65,14,40,15,14,48,18,65,20,13,12
İ. Gündoğan,İlkay Gündoğan,"CM, CDM",84,85,27,180,80,10,SUB,8,21,Germany,1337,SUB,21,Right,4,4,3,High/Medium,Normal (170-185),Yes,68,74,83,84,69,70,74,72,50,88,75,85,81,74,83,86,67,68,78,85,78,77,61,69,72,73,70,77,79,86,76,87,73,68,64
K. Walker,Kyle Walker,"RB, RWB, CB",84,84,28,183,70,10,RB,2,14,England,1318,RCB,2,Right,2,2,3,High/High,Normal (170-185),Yes,90,63,75,77,81,80,81,51,74,78,57,79,76,71,67,78,86,93,67,83,72,86,83,89,75,68,78,81,66,69,63,75,78,84,83
Illarramendi,Asier Illarramendi Andonegi,"CM, CDM",84,84,28,179,75,457,CM,4,45,Spain,1362,SUB,3,Right,3,4,2,Medium/High,Normal (170-185),Yes,61,71,80,79,70,72,68,72,51,86,58,78,76,68,82,83,66,57,71,84,75,69,63,77,68,76,76,87,79,86,50,79,50,83,80
L. Hrádecký,Lukáš Hrádecký,GK,84,84,28,190,80,32,GK,1,17,Finland,1334,SUB,1,Right,3,1,2,Medium/Medium,Lean (185+),No,,,,,,,11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,14,69,34,55,14,31,18,9,53,20,48,10,10,13
B. Leno,Bernd Leno,GK,84,87,26,190,83,1,SUB,19,21,Germany,,,,Right,4,1,3,Medium/Medium,Normal (185+),No,,,,,,,9,9,13,37,10,16,9,8,33,22,46,52,52,80,44,23,73,43,68,14,28,22,7,53,23,65,27,15,18
H. Mkhitaryan,Henrikh Mkhitaryan,"CAM, RW, RM, LM",84,84,29,177,75,1,LM,7,3,Armenia,,,,Right,5,4,3,Medium/Medium,Normal (170-185),Yes,82,78,79,85,52,69,77,76,53,81,81,85,83,64,72,86,85,79,87,81,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55
J. Cuadrado,Juan Guillermo Cuadrado Bello,"RM, RW",84,84,30,179,72,45,RM,16,56,Colombia,111109,RM,11,Right,3,5,3,High/Medium,Lean (170-185),Yes,91,74,77,88,66,69,80,67,58,80,70,90,78,69,69,85,89,93,91,80,82,84,75,78,61,80,78,62,78,76,65,80,63,70,74
A. Lacazette,Alexandre Lacazette,ST,84,85,27,175,73,1,SUB,9,18,France,,,,Right,4,4,3,High/Medium,Normal (170-185),Yes,81,82,72,84,40,72,64,86,73,80,81,85,74,71,59,83,79,83,85,85,84,81,75,75,71,75,70,40,86,74,84,85,29,42,30
Neto,Norberto Murara Neto,GK,84,85,28,190,84,461,GK,13,54,Brazil,,,,Right,2,1,2,Medium/Medium,Lean (185+),Yes,,,,,,,11,15,14,36,12,19,12,13,41,24,53,49,59,79,49,28,80,39,63,20,40,15,11,42,22,64,17,14,15
M. Perin,Mattia Perin,GK,84,89,25,188,77,45,SUB,22,27,Italy,1343,SUB,12,Right,3,1,2,Medium/Medium,Lean (185+),No,,,,,,,11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,65,20,12,19
S. de Vrij,Stefan de Vrij,CB,84,86,26,189,78,44,SUB,6,34,Netherlands,105035,CB,6,Right,4,2,3,Medium/High,Normal (185+),No,68,41,60,66,86,76,49,25,80,71,27,63,45,16,71,71,67,69,61,80,59,65,76,66,80,60,78,87,32,59,41,82,88,87,83
Rodrigo,Rodrigo Moreno Machado,"ST, RW, LW",84,85,27,182,77,461,LS,19,45,Spain,1362,SUB,9,Left,3,4,2,High/Medium,Lean (170-185),Yes,90,81,73,82,44,71,72,82,83,78,81,83,83,67,58,82,88,92,84,82,77,83,78,78,72,79,60,31,84,74,77,77,44,41,40
A. Lopes,Anthony Lopes,GK,84,86,27,184,81,66,GK,1,38,Portugal,1354,SUB,12,Left,2,1,2,Medium/Medium,Normal (170-185),Yes,,,,,,,19,18,16,32,13,15,15,14,31,21,63,64,67,84,62,20,82,36,73,18,43,25,9,48,16,65,13,15,13
Sergi Roberto,Sergio Roberto Carnicer,"RB, RM",84,87,26,178,68,241,RB,20,45,Spain,,,,Right,3,4,3,High/High,Normal (170-185),Yes,78,63,81,78,80,71,83,63,72,86,50,77,70,60,77,82,77,78,69,80,74,65,47,83,69,66,68,81,69,83,57,72,75,86,85
H. Son,손흥민 孙兴慜,"LM, ST",84,85,25,183,65,18,LM,7,167,Korea Republic,,,,Right,5,4,3,High/High,Lean (170-185),Yes,86,85,76,85,42,68,78,85,65,79,75,87,81,70,64,85,87,85,80,84,76,86,63,85,63,88,60,39,85,80,71,81,48,34,33
Carvajal,Daniel Carvajal Ramos,RB,84,87,26,173,73,243,RB,2,45,Spain,1362,SUB,2,Right,3,3,3,High/Medium,Stocky (170-185),Yes,82,45,73,79,82,78,83,41,70,81,34,76,72,47,71,83,79,84,81,82,79,64,76,84,74,36,81,83,61,57,45,77,83,83,85
F. Thauvin,Florian Tristan Mariano Thauvin,"RM, RW",84,87,25,179,70,219,RM,26,18,France,1335,SUB,20,Left,3,4,2,High/Medium,Normal (170-185),Yes,83,80,81,84,42,69,83,79,75,83,70,85,86,72,76,84,87,79,86,83,71,83,76,83,66,82,56,42,82,80,69,82,46,29,31
Jorginho,Luiz Frello Filho Jorge,CM,84,87,26,180,65,5,CM,5,27,Italy,1343,CM,14,Right,3,4,2,Medium/Medium,Lean (170-185),No,72,64,84,82,69,71,75,57,56,89,71,82,75,76,87,85,75,69,80,83,73,71,58,79,66,62,79,78,72,87,84,79,59,78,70
William Carvalho,William Silva de Carvalho,"CDM, CM",84,86,26,187,83,449,CDM,14,38,Portugal,1354,CDM,14,Right,4,3,3,Medium/Medium,Normal (185+),Yes,51,55,79,75,82,84,68,52,73,84,50,80,79,50,86,79,49,53,51,75,51,59,69,84,89,55,75,84,64,83,60,89,84,85,68
Marquinhos,Marcos Aoás Corrêa,CB,84,89,24,183,75,73,RCB,5,54,Brazil,,,,Right,3,2,3,Medium/Medium,Lean (170-185),Yes,75,38,69,67,85,76,72,33,80,81,31,59,49,32,78,76,73,76,69,81,68,53,86,75,74,35,80,84,46,51,31,79,85,87,87
D. Alli,Bamidele Alli,CAM,84,90,22,188,80,18,CAM,20,14,England,1318,RCM,20,Right,3,4,3,High/Medium,Lean (185+),Yes,75,81,78,82,65,78,69,83,77,84,79,83,75,58,78,85,73,76,76,85,62,78,67,90,71,80,84,67,86,84,68,86,64,63,57
N. Süle,Niklas Süle,CB,84,90,22,195,97,21,SUB,4,21,Germany,1337,SUB,15,Right,3,2,2,Medium/Medium,Stocky (185+),No,67,41,52,49,83,82,30,20,86,78,31,42,28,30,63,63,52,79,33,79,33,77,38,65,94,62,82,82,26,30,32,72,82,85,83
Alex Telles,Alex Nicolao Telles,LB,84,87,25,181,71,236,LB,13,54,Brazil,,,,Left,2,3,3,High/Medium,Lean (170-185),Yes,85,71,83,81,80,77,89,65,74,83,67,82,87,79,86,82,84,85,73,83,70,80,81,92,68,75,78,80,76,74,68,80,80,81,79
J. Giménez,José María Giménez de Vargas,"CB, RB",84,88,23,185,80,240,RCB,24,60,Uruguay,1377,LCB,2,Right,3,2,2,Medium/High,Normal (185+),Yes,68,45,51,52,86,82,47,37,79,68,30,47,36,44,58,56,66,70,56,76,43,72,92,67,85,48,89,85,24,27,38,73,88,86,87
Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"RW, CAM",84,90,23,173,64,10,SUB,20,38,Portugal,1354,RM,11,Left,3,4,2,High/Medium,Lean (170-185),Yes,78,72,83,89,46,58,85,74,51,85,66,91,83,63,78,89,83,74,88,82,86,70,50,78,48,71,58,49,81,84,66,85,49,44,35
D. Sánchez,Davinson Sánchez Mina,CB,84,89,22,187,79,18,RCB,6,56,Colombia,111109,LCB,23,Right,3,2,2,Medium/High,Normal (185+),Yes,76,45,55,66,84,82,36,40,80,75,28,63,30,27,65,73,72,79,60,80,55,66,73,76,83,44,87,82,34,44,44,75,84,85,88
Pepe Reina,José Manuel Reina Páez,GK,83,83,35,188,92,47,SUB,25,45,Spain,1362,SUB,23,Right,3,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,24,73,34,72,15,32,22,13,65,24,64,20,22,24
D. De Rossi,Daniele De Rossi,CDM,83,83,34,184,83,52,CDM,16,27,Italy,,,,Right,4,2,3,Medium/High,Normal (170-185),Yes,65,63,73,69,85,80,57,50,81,81,74,64,62,71,80,77,63,67,64,80,72,81,77,74,81,72,84,87,55,71,75,87,90,82,80
Aduriz,Aritz Aduriz Zubeldia,ST,83,83,37,182,78,448,ST,20,45,Spain,,,,Right,3,3,3,High/Medium,Normal (185+),Yes,67,82,64,75,50,81,54,84,94,72,80,77,61,54,52,81,66,67,50,85,55,82,94,69,85,78,82,23,88,73,82,87,58,44,49
S. Mandanda,Steve Mandanda,GK,83,83,33,185,82,219,GK,30,18,France,1335,SUB,16,Right,3,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,14,13,13,37,13,15,13,12,28,17,53,43,52,80,36,24,74,31,61,11,37,23,11,55,11,64,13,15,13
E. Viviano,Emiliano Viviano,GK,83,83,32,195,90,237,GK,1,27,Italy,,,,Left,2,1,2,Medium/Medium,Stocky (185+),No,,,,,,,12,17,13,36,13,18,14,16,37,22,30,33,35,78,32,21,66,29,58,18,18,10,10,60,21,64,27,10,12
Lucas Leiva,Lucas Pezzini Leiva,"CDM, CB",83,83,31,179,78,46,LDM,6,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,67,66,76,78,82,75,63,62,72,82,59,77,74,47,81,78,67,67,78,82,80,77,82,80,70,66,80,87,66,81,61,86,82,82,78
Rui Patrício,Rui Pedro dos Santos Patrício,GK,83,83,30,190,84,110,GK,11,38,Portugal,1354,GK,1,Left,2,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,64,32,66,14,13,11
Adán,Antonio Adán Garrido,GK,83,83,31,190,92,240,SUB,1,45,Spain,,,,Left,2,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,12,11,23,34,15,12,11,12,43,15,56,54,55,77,51,25,71,35,77,12,41,20,11,42,25,63,20,14,18
Juan Mata,Juan Manuel Mata García,"RM, RW, CAM",83,83,30,170,63,11,SUB,8,45,Spain,,,,Left,3,4,3,Medium/Medium,Lean (170-),Yes,65,76,84,85,37,50,83,78,56,85,71,82,84,84,79,88,69,62,84,85,89,75,70,71,37,72,50,39,83,85,81,87,42,31,21
É. Banega,Éver Maximiliano David Banega,"CAM, CM, CDM",83,83,30,174,71,481,RCM,10,52,Argentina,1369,LCM,7,Right,4,3,3,Medium/Medium,Normal (170-185),Yes,66,70,86,83,69,68,80,66,49,88,65,83,83,81,87,84,68,64,80,78,84,74,57,67,67,77,73,72,74,88,67,79,75,69,64
R. Fährmann,Ralf Sebastian Fährmann,GK,83,84,29,197,98,34,GK,1,21,Germany,,,,Right,1,1,2,Medium/Medium,Normal (185+),No,,,,,,,14,11,15,25,11,15,18,11,26,24,38,47,39,83,36,24,72,32,79,9,36,23,11,42,21,61,10,12,10
David Luiz,David Luiz Moreira Marinho,CB,83,83,31,189,84,5,LCB,30,54,Brazil,,,,Right,3,3,4,Medium/Medium,Normal (185+),Yes,61,65,73,70,82,77,68,55,81,77,63,66,70,76,77,79,59,62,69,75,56,79,78,66,79,73,85,85,54,69,75,77,79,83,82
Luiz Gustavo,Luiz Gustavo Dias,"CDM, CB",83,83,30,187,78,219,LDM,19,54,Brazil,,,,Left,3,3,3,Medium/High,Lean (185+),Yes,64,60,71,70,82,83,63,48,72,79,54,68,42,60,77,73,65,64,65,83,62,80,76,85,81,73,88,83,53,69,58,79,82,84,86
M. Balotelli,Mario Barwuah Balotelli,ST,83,83,27,189,88,72,ST,9,27,Italy,1343,ST,9,Right,4,4,4,Medium/Low,Normal (185+),Yes,79,84,73,79,24,77,68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,74,92,81,10,22,20
B. Dost,Bas Leon Dost,ST,83,83,29,196,89,237,ST,28,34,Netherlands,,,,Right,3,2,3,Medium/Medium,Lean (185+),No,52,83,57,65,45,83,38,87,94,73,85,68,61,30,37,74,49,54,32,85,32,82,51,82,92,72,70,39,89,68,88,81,38,45,26
S. Kagawa,香川 真司,"CAM, CM, CF",83,83,29,175,68,22,SUB,23,163,Japan,,,,Right,4,4,3,High/Medium,Lean (170-185),Yes,68,69,78,87,54,49,65,77,48,86,76,87,74,63,76,85,77,60,91,83,88,54,65,82,39,57,30,59,82,82,80,83,56,53,49
K. Strootman,Kevin Strootman,"CM, CDM",83,83,28,186,78,52,LCM,6,34,Netherlands,105035,CM,12,Left,3,3,3,Medium/High,Normal (185+),No,66,72,81,77,79,80,74,68,68,87,63,75,75,70,84,84,65,66,65,84,68,81,53,79,81,70,86,84,78,79,77,85,75,84,75
K. Glik,Kamil Jacek Glik,CB,83,83,30,190,80,69,RCB,25,37,Poland,1353,SUB,15,Right,2,2,3,Low/Medium,Normal (185+),Yes,51,32,44,53,83,84,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,72,90,20,86,83,24,23,39,79,82,85,82
D. Subašić,Danijel Subašić,GK,83,83,33,191,84,69,GK,1,10,Croatia,,,,Right,2,1,3,Medium/Medium,Normal (185+),No,,,,,,,11,10,13,24,13,11,24,57,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,52,23,65,14,14,13
O. Baumann,Oliver Baumann,GK,83,84,28,187,82,10029,GK,1,21,Germany,,,,Right,3,1,2,Medium/Medium,Normal (185+),No,,,,,,,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,52,15,18,14
